
35.187.118.51,9.271811694064283,20179.0,0.0,9.912397738665884,45.0,20.246502603685638
63.143.42.250,7.067319848653476,6.0,0.0,1.791759469228055,45.0,16.336899742287265
40.77.167.6,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
46.229.168.140,2.5649493574615367,-3.0,0.0,0.01,45.0,14.27348480723846
46.229.168.149,3.2188758248682006,-6.0,10.0,1.3862943611198906,45.0,15.020180491908416
46.229.168.153,2.995732273553991,-3.0,0.0,0.01,45.0,14.402719682066197
91.242.162.66,0.6931471805599453,5.0,0.0,1.6094379124341003,0.0,0.8517193191416238
46.229.168.161,2.4849066497880004,-1.0,10.0,2.1972245773362196,45.0,15.124361825870889
46.229.168.142,3.044522437723423,-8.0,10.0,0.6931471805599453,45.0,14.690615603541005
46.229.168.141,2.995732273553991,-5.0,10.0,1.6094379124341003,45.0,15.042494847039837
46.229.168.150,2.8903717578961645,-1.0,0.0,0.01,45.0,14.37111152736885
54.36.149.19,0.1,-1.0,0.0,0.01,0.0,9.034
54.36.150.70,0.1,-1.0,0.0,0.01,0.0,9.034
54.36.150.48,1.0986122886681098,-3.0,0.0,0.01,0.0,9.333583686600432
54.36.149.59,0.1,-1.0,0.0,0.01,0.0,9.034
54.36.149.7,0.1,-1.0,0.0,0.01,0.0,9.034
46.229.168.143,3.044522437723423,-3.0,0.0,0.01,45.0,14.417356731317026
46.229.168.146,2.833213344056216,-3.0,0.0,0.01,45.0,14.353964003216864
46.229.168.133,3.044522437723423,6.0,0.0,1.791759469228055,45.0,15.130060519008248
54.36.148.214,1.0986122886681098,-3.0,0.0,0.01,0.0,9.333583686600432
46.229.168.134,2.8903717578961645,2.0,10.0,2.4849066497880004,45.0,15.36107418728405
207.46.13.26,1.3862943611198906,5.0,0.0,1.6094379124341003,45.0,14.559663473309607
86.177.248.9,5.25227342804663,6.0,170.0,5.170483995038151,2.0,4.24387562642925
157.55.39.143,0.1,-1.0,0.0,0.01,45.0,13.534
216.244.66.197,3.784189633918261,7.0,0.0,1.9459101490553132,45.0,15.413620949797604
46.229.168.163,2.833213344056216,0.0,0.0,-Infinity,45.0,-Infinity
54.36.148.238,0.6931471805599453,-2.0,0.0,0.01,0.0,9.211944154167984
185.21.208.127,3.332204510175204,-28.0,0.0,0.01,2.0,1.6036613530525612
157.55.39.128,0.1,-1.0,0.0,0.01,45.0,13.534
46.229.168.148,2.6390573296152584,-4.0,10.0,1.791759469228055,45.0,15.0084209865758
200.10.94.171,0.1,-1.0,0.0,0.01,0.0,0.034
194.74.151.201,0.6931471805599453,-2.0,0.0,0.01,2.0,0.8119441541679836
46.229.168.130,3.367295829986474,-8.0,0.0,0.01,45.0,14.514188748995942
74.214.251.194,2.772588722239781,-16.0,0.0,0.01,45.0,14.335776616671934
46.229.168.152,3.044522437723423,1.0,0.0,0.0,45.0,14.413356731317027
46.229.168.139,2.772588722239781,-6.0,0.0,0.01,45.0,14.335776616671934
54.36.150.28,0.1,-1.0,0.0,0.01,0.0,9.034
54.36.150.26,0.6931471805599453,-2.0,0.0,0.01,0.0,9.211944154167984
157.55.39.90,0.6931471805599453,5.0,0.0,1.6094379124341003,45.0,14.351719319141624
54.36.150.47,1.6094379124341003,-3.0,0.0,0.01,0.0,9.48683137373023
46.229.168.131,3.1780538303479458,0.0,0.0,-Infinity,45.0,-Infinity
46.229.168.151,2.5649493574615367,-1.0,0.0,0.01,45.0,14.27348480723846
194.61.24.46,6.993932975223189,1203.0,1573.0,7.9287663216266955,1.0,5.569686421217635
41.210.143.9,1.6094379124341003,-5.0,0.0,0.01,0.0,0.48683137373023005
203.133.169.111,2.772588722239781,-1.0,0.0,0.01,0.0,0.8357766166719344
2a03:2880:20ff:25::face:b00c,0.1,-1.0,0.0,0.01,1.0,0.33399999999999996
40.77.167.159,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
54.36.150.21,0.6931471805599453,0.0,0.0,-Infinity,0.0,-Infinity
46.229.168.129,2.772588722239781,-1.0,0.0,0.01,45.0,14.335776616671934
46.229.168.138,3.258096538021482,1.0,0.0,0.0,45.0,14.477428961406444
207.46.13.139,0.1,-1.0,0.0,0.01,45.0,13.534
46.229.168.136,3.044522437723423,4.0,0.0,1.3862943611198906,45.0,14.967874475764983
17.58.98.123,0.6931471805599453,6.0,0.0,1.791759469228055,45.0,14.424647941859206
17.58.98.63,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
199.59.150.180,1.3862943611198906,5.0,0.0,1.6094379124341003,45.0,14.559663473309607
2605:e000:160e:cb10:14df:934f:429b:9c4c,2.3978952727983707,0.0,0.0,-Infinity,45.0,-Infinity
46.229.168.132,3.044522437723423,-6.0,0.0,0.01,45.0,14.417356731317026
54.36.148.35,1.0986122886681098,5.0,0.0,1.6094379124341003,0.0,9.973358851574073
46.229.168.147,3.4011973816621555,-5.0,20.0,2.70805020110221,45.0,15.60357929493953
2607:fcc0:6::119,0.6931471805599453,-2.0,0.0,0.01,1.0,0.5119441541679836
199.10.31.194,3.8918202981106265,-43.0,0.0,0.01,1.0,1.471546089433188
180.76.15.160,0.6931471805599453,6.0,0.0,1.791759469228055,2.0,1.5246479418592056
2a03:2880:20ff:a::face:b00c,0.1,-1.0,0.0,0.01,1.0,0.33399999999999996
2a03:2880:20ff:28::face:b00c,0.1,-1.0,0.0,0.01,1.0,0.33399999999999996
2a03:2880:30ff:7::face:b00c,2.0794415416798357,-8.0,0.0,0.01,1.0,0.9278324625039507
2a03:2880:30ff:10::face:b00c,0.6931471805599453,-2.0,0.0,0.01,1.0,0.5119441541679836
199.59.150.181,1.3862943611198906,5.0,0.0,1.6094379124341003,45.0,14.559663473309607
40.77.167.112,0.1,-1.0,0.0,0.01,45.0,13.534
17.58.101.134,1.3862943611198906,-2.0,0.0,0.01,45.0,13.919888308335967
46.229.168.137,2.833213344056216,1.0,0.0,0.0,45.0,14.349964003216865
77.88.47.81,0.1,6.0,0.0,1.791759469228055,45.0,14.246703787691223
93.158.166.138,0.6931471805599453,6.0,0.0,1.791759469228055,10.0,3.9246479418592055
54.36.148.223,0.1,-1.0,0.0,0.01,0.0,9.034
46.229.168.154,2.5649493574615367,2.0,0.0,0.6931471805599453,45.0,14.54674367946244
162.158.65.242,0.1,6.0,0.0,1.791759469228055,45.0,14.246703787691223
2400:cb00:36:1008::a29e:40f4,0.1,6.0,0.0,1.791759469228055,45.0,14.246703787691223
162.158.64.244,4.584967478670572,-12.0,10.0,0.01,45.0,14.879490243601172
46.229.168.144,2.8903717578961645,-4.0,10.0,1.791759469228055,45.0,15.083815315060072
209.17.97.50,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
180.76.15.143,0.6931471805599453,-2.0,0.0,0.01,2.0,0.8119441541679836
54.36.149.14,0.1,-1.0,0.0,0.01,0.0,9.034
54.36.148.96,0.6931471805599453,0.0,0.0,-Infinity,0.0,-Infinity
178.221.238.210,0.6931471805599453,0.0,10.0,2.302585092994046,0.0,1.128978191365602
40.77.167.44,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
66.249.69.60,0.1,6.0,0.0,1.791759469228055,45.0,14.246703787691223
66.249.69.62,0.1,1.0,0.0,0.0,45.0,13.53
40.77.167.160,0.1,1.0,0.0,0.0,45.0,13.53
54.36.150.0,0.1,-1.0,0.0,0.01,0.0,9.034
40.77.167.150,0.1,-1.0,0.0,0.01,45.0,13.534
37.9.87.181,2.995732273553991,2.0,0.0,0.6931471805599453,10.0,4.175978554290175
40.77.167.27,0.1,-1.0,0.0,0.01,45.0,13.534
191.96.132.207,0.1,-1.0,0.0,0.01,0.0,0.034
54.36.149.89,0.6931471805599453,-2.0,0.0,0.01,0.0,9.211944154167984
5.255.250.25,0.6931471805599453,-2.0,0.0,0.01,45.0,13.711944154167984
77.88.47.90,0.6931471805599453,6.0,0.0,1.791759469228055,45.0,14.424647941859206
54.36.150.155,0.6931471805599453,-2.0,0.0,0.01,0.0,9.211944154167984
54.36.149.62,0.1,6.0,0.0,1.791759469228055,0.0,9.746703787691223
54.36.148.103,1.0986122886681098,-3.0,0.0,0.01,0.0,9.333583686600432
77.72.0.74,1.791759469228055,4.0,0.0,1.3862943611198906,2.0,1.6920455852163725
40.77.167.106,1.6094379124341003,2.0,0.0,0.6931471805599453,45.0,14.260090245954208
54.36.148.11,0.6931471805599453,-2.0,0.0,0.01,0.0,9.211944154167984
157.55.39.152,1.3862943611198906,-4.0,0.0,0.01,45.0,13.919888308335967
40.77.167.208,0.1,-1.0,0.0,0.01,45.0,13.534
91.242.162.71,1.791759469228055,1.0,10.0,2.3978952727983707,0.0,1.4966859498877647
2a03:2880:10ff:10::face:b00c,0.1,-1.0,0.0,0.01,1.0,0.33399999999999996
